ID,NOME_CIENTIFICO,NOME_POPULAR
12380,Ocotea aciphylla (Nees) Mez,Canela-amarela
12382,Ocotea aciphylla (Nees) Mez,Canela-branca
12383,Ocotea aciphylla (Nees) Mez,Canela-poca
12384,Ocotea aciphylla (Nees) Mez,Canela-porca
12385,Ocotea aciphylla (Nees) Mez,Louro-amarelo-de-cheiro
12386,Ocotea aciphylla (Nees) Mez,Louro-cânfora
12388,Ocotea aciphylla (Nees) Mez,Pau-rosa
12389,Ocotea acutangula (Miq.) Mez,Canela
12390,Ocotea acutangula (Miq.) Mez,Louro-tamancão
12392,Ocotea acutifolia (Nees) Mez,Canela-branca
12393,Ocotea acutifolia (Nees) Mez,Canela-preta
12394,Ocotea acutifolia (Nees) Mez,Canelinha-da-serra
12396,Ocotea acutifolia (Nees) Mez,Louro-branco-do-paraná
12397,Ocotea acutifolia (Nees) Mez,Louro-do-chaco
12398,Ocotea acutifolia (Nees) Mez,Louro-do-paraná
12399,Ocotea amazonica (Meisn.) Mez,Canela-mamelada
12401,Ocotea aniboides Mez,Aniba
12402,Ocotea arechavaletae Mez,
12403,Ocotea argyrophylla Ducke,Folha-prateada
12405,Ocotea barcellensis,Canelão
12406,Ocotea benthamiana Mez,Pau-de-quito
12407,Ocotea benthamiana Mez,Puxuri
12408,Ocotea bicolor Vattimo,Canela
12410,Ocotea blanchetii (Meisn.) Mez,Canela-fedorenta
14378,Pouteria gardneri (Mart. & Miq.) Baehni,Aguaí-guaçu
14379,Pouteria gardneri (Mart. & Miq.) Baehni,Leiteiro-de-folha-miúda
14380,Pouteria gardneri (Mart. & Miq.) Baehni,Maçaranduba-vermelha
14382,Pouteria gardneri (Mart. & Miq.) Baehni,Tadumo
14383,Pouteria gardneriana (A.DC.) Radlk.,Aguaí-guaçu
14384,Pouteria gardneriana (A.DC.) Radlk.,Mata-olho
14385,Pouteria gardneriana (A.DC.) Radlk.,Mata-olho-de-beira-de-rio
14387,Pouteria gomphiifolia (Mart.) Radlk.,Abiurana-do-igapó
14388,Pouteria gongrijpii Eyma,Abiurana-branca
14389,Pouteria grandiflora (A.DC.) Behni,Bapeba
14390,Pouteria grandiflora (A.DC.) Behni,Bapeba-da-restinga
14391,Pouteria grandiflora (A.DC.) Behni,Bapeba-preta
14393,Pouteria grandiflora (A.DC.) Behni,Talo-fino
14394,Pouteria guianensis Aubl.,Abiurana
14395,Pouteria guianensis Aubl.,Abiurana-abiu
14396,Pouteria guianensis Aubl.,Abiurana-branca
14398,Pouteria guianensis Aubl.,Guapevaçu
14399,Pouteria guianensis Aubl.,Oitibá
14400,Pouteria hirta Eyma,
14402,Pouteria lasiocarpa (Mart.) Radlk.,
14403,Pouteria laterifolia (Benth. ex Miq.) Baehni,Guapeva
14404,Pouteria laurifolia (Gomes) Radlk.,
14406,Pouteria laurifolia Radlk.,Abiurana-seca
14407,Pouteria laurifolia Radlk.,Guapereira
14408,Pouteria laurifolia Radlk.,Guapeva
14409,Pouteria laurifolia Radlk.,Guapeva-vermelha
14411,Pouteria laurifolia Radlk.,Tapinhoã-amarelo
14412,Pouteria macrocarpa (Mart.) D.Dietr.,Abiurana-abiu
14413,Pouteria macrocarpa (Mart.) D.Dietr.,Abiurana-cabeça-de-macaco
14414,Pouteria macrophylla (Lam.) Eyma,Abiu-cutite
14415,Pouteria macrophylla (Lam.) Eyma,Abiurana
14417,Pouteria macrophylla (Lam.) Eyma,Abiurana-cutitiribá
14418,Pouteria macrophylla (Lam.) Eyma,Abiurana-de-folha-grande
14419,Pouteria macrophylla (Lam.) Eyma,Acaraúba
14420,Pouteria macrophylla (Lam.) Eyma,Banana-do-mato
14422,Pouteria macrophylla (Lam.) Eyma,Cutite
14423,Pouteria macrophylla (Lam.) Eyma,Cutiti
14424,Pouteria macrophylla (Lam.) Eyma,Cutitiribá
14426,Pouteria macrophylla (Lam.) Eyma,Guiti-toroba
14427,Pouteria macrophylla (Lam.) Eyma,Juturuba
14428,Pouteria macrophylla (Lam.) Eyma,Oiti-tetuba
14429,Pouteria macrophylla (Lam.) Eyma,Sapotilha
14431,Pouteria macrophylla (Lam.) Eyma,Tutiribá
14432,Pouteria macrophylla (Lam.) Eyma,Tuturubá
14433,Pouteria macrophylla (Lam.) Eyma,Uititiribá
14434,Pouteria macrophylla (Lam.) Eyma,Uiti-toroba
14436,Pouteria multiflora (A.DC.) Eyma,Cutitiribá-grande
14586,Pradosia kuhlmannii Toledo,Buraém
14587,Pradosia kuhlmannii Toledo,Buraém-de-casca-doce
14589,Pradosia kuhlmannii Toledo,Casca-doce
14590,Pradosia kuhlmannii Toledo,Guaranhém
14591,Pradosia kuhlmannii Toledo,Ibiracém
14592,Pradosia kuhlmannii Toledo,Imiracém
14593,Pradosia kuhlmannii Toledo,Mantegueira
14594,Pradosia kuhlmannii Toledo,Marmixa
14595,Pradosia kuhlmannii Toledo,Merecém
14596,Pradosia kuhlmannii Toledo,Pau-de-remo
14597,Pradosia kuhlmannii Toledo,Pau-doce
14598,Pradosia lactescens (Vell.) Radlk.,Buranhém
14599,Pradosia lactescens (Vell.) Radlk.,Guaraem
14600,Pradosia lactescens (Vell.) Radlk.,Guaranhém
14601,Pradosia lactescens (Vell.) Radlk.,Ibiraem
14602,Pradosia lactescens (Vell.) Radlk.,Imiraem
14603,Pradosia lactescens (Vell.) Radlk.,Ivuranhê
14604,Pradosia lactescens (Vell.) Radlk.,Maminha-de-porca
14605,Pradosia lactescens (Vell.) Radlk.,Pau-de-remo
14606,Pradosia lactescens (Vell.) Radlk.,Pau-doce
14607,Pradosia praealta Ducke,
14608,Pradosia schomburgkiana (A.DC.) Cronquist. subsp. schomburgkiana,Casca-doce
14609,Pradosia schomburgkiana (A.DC.) Cronquist. subsp. schomburgkiana,Pau-doce
14610,Prieurella,
14611,Prieurella prieurii (A.DC.) Aubl.,
14612,Priogymnanthus hasslerianus (Chodat) P.S.Green,Osso-de-burro
14613,Priogymnanthus hasslerianus (Chodat) P.S.Green,Pau-de-sal
14614,Priogymnanthus hasslerianus (Chodat) P.S.Green,Pau-de-vidro
14615,Priogymnanthus hasslerianus (Chodat) P.S.Green,Pau-vidro
14616,Pritchardia pacifica Seem. & H.Wendl.,Palmeira
14617,Prosopis alba Griseb.,Espinilho
14618,Prosopis algarobilla Griseb.,Algarobeira
14619,Prosopis juliflora DC.,Algarobeira
14620,Prosopis juliflora DC.,Algarobo
14621,Prosopis kuntzei Harms ex Kuntze,Barba-de-tigre
14622,Prosopis nigra Hieron.,Algarobeira-negra
14623,Prosopis nigra Hieron.,Algarobeira-preta
14624,Prosopis nigra Hieron.,Algorrobo-negro
14625,Prosopis rubriflora Hassl.,Barreiro-preto
14626,Prosopis rubriflora Hassl.,Espinheiro
14627,Prosopis ruscifolia Griseb.,Algarobeira
14628,Prosopis ruscifolia Griseb.,Algarobo
14629,Prosopis ruscifolia Griseb.,Pau-de-espinho
14630,Prosopis sp.,Nhanduva
14631,Protium almecega March.,Almecega-de-casca-lisa
14632,Protium almecega March.,Almecegueira
14633,Protium almecega March.,Breu
14634,Protium altissimum March.,Caraná-branca
14635,Protium altissimum March.,Cedro-branco
14636,Protium altissimum March.,Pau-rosa-fêmea
14637,Protium apiculatum Sw.,Breu
14638,Protium apiculatum Sw.,Breu-preto
14640,Protium aracouchili March.,Alouchi
14641,Protium aracouchili March.,Aracouchini
14642,Protium araguense Cuatrec.,Breu
14644,Protium brasiliense (Spreng.) Engl.,Almécega
14645,Protium brasiliense (Spreng.) Engl.,Almecegueira
14646,Protium brasiliense (Spreng.) Engl.,Almecegueira-da-praia
14648,Protium brasiliense (Spreng.) Engl.,Amescla
14649,Protium brasiliense (Spreng.) Engl.,Breu
14650,Protium brasiliense (Spreng.) Engl.,Elemi
16070,Schinopsis brasiliensis Engl.,Quebracho-vermelho
16072,Schinopsis lorentzii (Griseb.) Engl.,Baraúna
16073,Schinopsis lorentzii (Griseb.) Engl.,Baraúva
16074,Schinopsis lorentzii (Griseb.) Engl.,Braúna
16076,Schinopsis lorentzii (Griseb.) Engl.,Pau-preto-do-sertão
16077,Schinopsis lorentzii (Griseb.) Engl.,Quebracho
16078,Schinopsis lorentzii (Griseb.) Engl.,Quebracho-colorado
16079,Schinopsis lorentzii (Griseb.) Engl.,Quebracho-crespo
16081,Schinopsis lorentzii (Griseb.) Engl.,Xamacoco
16082,Schinus antharthriticus Mart.,
16083,Schinus dependens Ortega,
16084,Schinus lentiscifolius March.,Aroeira-do-campo
16085,Schinus lentiscifolius March.,Aroeirinha-preta
16087,Schinus longifolius (Lindl.) Speg.,Molhe-rasteiro
16088,Schinus molle L.,
16089,Schinus polygamus (Cavanilles) Cabrera,Aroeira
16090,Schinus polygamus (Cavanilles) Cabrera,Aroeira-salsa
16092,Schinus polygamus (Cavanilles) Cabrera,Assobieira
16093,Schinus polygamus (Cavanilles) Cabrera,Assobio
16094,Schinus polygamus (Cavanilles) Cabrera,Assovieira
16095,Schinus polygamus (Cavanilles) Cabrera,Catinga-de-porco
16096,Schinus polygamus (Cavanilles) Cabrera,Coquinho
16098,Schinus polygamus (Cavanilles) Cabrera,Mole
16099,Schinus polygamus (Cavanilles) Cabrera,Molhe
16100,Schinus polygamus (Cavanilles) Cabrera,Molho
16101,Schinus polygamus (Cavanilles) Cabrera,Pau-de-espinho
16103,Schinus spinosus Engl.,Pau-de-bugre
16104,Schinus terebinthifolius Raddi,Abacaíba
16105,Schinus terebinthifolius Raddi,Aguaraíba
16107,Schinus terebinthifolius Raddi,Aroeira
16108,Schinus terebinthifolius Raddi,Aroeira-branca
16109,Schinus terebinthifolius Raddi,Aroeira-brava
16110,Schinus terebinthifolius Raddi,Aroeira-comum
16112,Schinus terebinthifolius Raddi,Aroeira-da-praia
16113,Schinus terebinthifolius Raddi,Aroeira-de-minas
16114,Schinus terebinthifolius Raddi,Aroeira-de-remédio
16115,Schinus terebinthifolius Raddi,Aroeira-de-sabiá
16117,Schinus terebinthifolius Raddi,Aroeira-do-campo
16118,Schinus terebinthifolius Raddi,Aroeira-do-paraná
16119,Schinus terebinthifolius Raddi,Aroeira-do-sertão
16120,Schinus terebinthifolius Raddi,Aroeira-fria
16122,Schinus terebinthifolius Raddi,Aroeira-mansa
16123,Schinus terebinthifolius Raddi,Aroeira-negra
16124,Schinus terebinthifolius Raddi,Aroeira-pimenteira
16125,Schinus terebinthifolius Raddi,Aroeira-precoce
16127,Schinus terebinthifolius Raddi,Aroeira-rasteira
16128,Schinus terebinthifolius Raddi,Aroeira-vermelha
16129,Schinus terebinthifolius Raddi,Aroeirinha
16130,Schinus terebinthifolius Raddi,Aroeirinha-do-campo
16132,Schinus terebinthifolius Raddi,Arundeúva
16133,Schinus terebinthifolius Raddi,Árvore-da-pimenta
16134,Schinus terebinthifolius Raddi,Bálsamo
16135,Schinus terebinthifolius Raddi,Bugre
16137,Schinus terebinthifolius Raddi,Cambuí
16138,Schinus terebinthifolius Raddi,Coração-de-bugre
16268,Sclerolobium chrysophyllum Poepp. & Endl.,Taxi-pitomba
16270,Sclerolobium chrysophyllum Poepp. & Endl.,Taxi-vermelho
16271,Sclerolobium densiflorum Benth.,Carvão-de-ferreiro
16272,Sclerolobium densiflorum Benth.,Ingá-açu
16273,Sclerolobium densiflorum Benth.,Ingá-cavalo
16274,Sclerolobium densiflorum Benth.,Ingá-cipó
16276,Sclerolobium densiflorum Benth.,Ingá-da-mata
16277,Sclerolobium densiflorum Benth.,Ingá-de-porco
16278,Sclerolobium densiflorum Benth.,Ingá-porco
16279,Sclerolobium densiflorum Benth.,Ingazeiro
16280,Sclerolobium densiflorum Benth.,Tambor
16281,Sclerolobium denudatum Vogel,Angá
16282,Sclerolobium denudatum Vogel,Angá-facão
16283,Sclerolobium denudatum Vogel,Arapaçu
16284,Sclerolobium denudatum Vogel,Bascuaré
16285,Sclerolobium denudatum Vogel,Caingá
16286,Sclerolobium denudatum Vogel,Canela-louro
16287,Sclerolobium denudatum Vogel,Canela-louro-revessa
16288,Sclerolobium denudatum Vogel,Carvão-de-ferreiro
16289,Sclerolobium denudatum Vogel,Gramamunha
16290,Sclerolobium denudatum Vogel,Ingá-açu
16291,Sclerolobium denudatum Vogel,Passariúba
16292,Sclerolobium denudatum Vogel,Passariúba-clara
16293,Sclerolobium denudatum Vogel,Passariúba-preta
16294,Sclerolobium denudatum Vogel,Passuaré
16295,Sclerolobium denudatum Vogel,Passuaré-branco
16296,Sclerolobium denudatum Vogel,Taipá
16297,Sclerolobium denudatum Vogel,Tapassaré
16298,Sclerolobium denudatum Vogel,Tapassuaré
16299,Sclerolobium denudatum Vogel,Taxi
16300,Sclerolobium eriopetalum Ducke,Taxi-branco
16301,Sclerolobium goeldianum Huber,Taxizeiro
16302,Sclerolobium guianense Benth.,Taxi-branco
16303,Sclerolobium melanocarpum Ducke,Taxi-vermelho
16304,Sclerolobium paniculatum var. rubiginosum Benth.,Veludo
16305,Sclerolobium paniculatum var. rubiginosum (Mart. ex Tul.) Benth.,Carvão-de-ferreiro
16306,Sclerolobium paniculatum var. rubiginosum (Mart. ex Tul.) Benth.,Carvoeiro
16307,Sclerolobium paniculatum var. rubiginosum (Mart. ex Tul.) Benth.,Pau-bosta
16308,Sclerolobium paniculatum var. rubiginosum (Mart. ex Tul.) Benth.,Taxi-branco
16309,Sclerolobium paniculatum var. rubiginosum (Mart. ex Tul.) Benth.,Taxizeiro-branco
16310,Sclerolobium paniculatum var. rubiginosum (Mart. ex Tul.) Benth.,Velame
16311,Sclerolobium paniculatum var. subvelutinum Benth.,Velame
16312,Sclerolobium paniculatum var. subvelutinum Benth.,Veludo
16313,Sclerolobium paniculatum Vogel,Ajusta-contas
16314,Sclerolobium paniculatum Vogel,Angá
16315,Sclerolobium paniculatum Vogel,Angá-facão
16316,Sclerolobium paniculatum Vogel,Angá-ferro
16317,Sclerolobium paniculatum Vogel,Arapacu
10337,Lonchocarpus guilleminianus (Tul.) Malme,Árvore-da-chuva
10338,Lonchocarpus guilleminianus (Tul.) Malme,Embira-branca
10340,Lonchocarpus guilleminianus (Tul.) Malme,Embira-de-sapo
10341,Lonchocarpus guilleminianus (Tul.) Malme,Falso-timbó
10342,Lonchocarpus guilleminianus (Tul.) Malme,Feijão-cru
10343,Lonchocarpus guilleminianus (Tul.) Malme,Guaianã
10344,Lonchocarpus guilleminianus (Tul.) Malme,Ingá-bravo
10346,Lonchocarpus guilleminianus (Tul.) Malme,Pau-de-canzil
10347,Lonchocarpus guilleminianus (Tul.) Malme,Pau-de-carrapato
10348,Lonchocarpus guilleminianus (Tul.) Malme,Rabo-de-bugio
10349,Lonchocarpus guilleminianus (Tul.) Malme,Rabo-de-macaco
10350,Lonchocarpus guilleminianus (Tul.) Malme,Rabo-de-mico
9356,Iryanthera elliptica Ducke,Ucuúba
9357,Iryanthera elliptica Ducke,Ucuúba-penã
9358,Iryanthera elliptica Ducke,Ucuúba-pequena
9360,Iryanthera elliptica Ducke,Ucuubarana
9361,Iryanthera elliptica Ducke,Ucuúba-vermelha
9362,Iryanthera elliptica Ducke,Uxi-vermelho
9363,Iryanthera grandis Ducke,Pinã
9365,Iryanthera hostmannii (Benth.) Warb.,Apunã
9366,Iryanthera hostmannii (Benth.) Warb.,Apunan
9367,Iryanthera hostmannii (Benth.) Warb.,Lacre-da-mata
9368,Iryanthera hostmannii (Benth.) Warb.,Punã
9369,Iryanthera hostmannii (Benth.) Warb.,Punan
9370,Iryanthera hostmannii (Benth.) Warb.,Sangue-de-boi
9371,Iryanthera hostmannii (Benth.) Warb.,Ucuúba
9372,Iryanthera hostmannii (Benth.) Warb.,Ucuúba-penã
9373,Iryanthera hostmannii (Benth.) Warb.,Ucuúba-pequena
9374,Iryanthera hostmannii (Benth.) Warb.,Ucuúba-punã
9375,Iryanthera hostmannii (Benth.) Warb.,Ucuubarana
9376,Iryanthera hostmannii (Benth.) Warb.,Ucuúba-vermelha
9377,Iryanthera hostmannii (Benth.) Warb.,Uxi-vermelho
9378,Iryanthera juruensis Warb.,Arurá-vermelho
9379,Iryanthera juruensis Warb.,Punã
9380,Iryanthera juruensis Warb.,Punan
9381,Iryanthera juruensis Warb.,Ucuúba
9382,Iryanthera juruensis Warb.,Ucuúba-apunã
9383,Iryanthera juruensis Warb.,Ucuubarana
9384,Iryanthera lancifolia Ducke,Apunã
9385,Iryanthera lancifolia Ducke,Apunan
9386,Iryanthera lancifolia Ducke,Lacre-da-mata
9387,Iryanthera lancifolia Ducke,Punã
9388,Iryanthera lancifolia Ducke,Punan
9389,Iryanthera lancifolia Ducke,Sangue-de-boi
9390,Iryanthera lancifolia Ducke,Uchi-vermelho
9391,Iryanthera lancifolia Ducke,Ucuúba
9392,Iryanthera lancifolia Ducke,Ucuúba-penã
9393,Iryanthera lancifolia Ducke,Ucuúba-pequena
9394,Iryanthera lancifolia Ducke,Ucuúba-punã
9395,Iryanthera lancifolia Ducke,Ucuubarana
9396,Iryanthera lancifolia Ducke,Ucuúba-vermelha
9397,Iryanthera lancifolia Ducke,Uxi-vermelho
9398,Iryanthera macrophylla (Benth.) Warb.,Ucuúba-vermelha
9399,Iryanthera olacoides A.C.Sm.,Apunã
9400,Iryanthera olacoides A.C.Sm.,Apunan
9401,Iryanthera olacoides A.C.Sm.,Lacre-da-mata
9402,Iryanthera olacoides A.C.Sm.,Punã
9403,Iryanthera olacoides A.C.Sm.,Punan
9404,Iryanthera olacoides A.C.Sm.,Sangue-de-boi
9405,Iryanthera olacoides A.C.Sm.,Ucuúba-pequena
9406,Iryanthera olacoides A.C.Sm.,Ucuúba-punã
9407,Iryanthera olacoides A.C.Sm.,Ucuubarana
9408,Iryanthera olacoides A.C.Sm.,Uxi-vermelho
9409,Iryanthera paradoxa (Schwacke) Warb.,Apunã
9410,Iryanthera paradoxa (Schwacke) Warb.,Apunan
9412,Iryanthera paradoxa (Schwacke) Warb.,Punã
9413,Iryanthera paradoxa (Schwacke) Warb.,Punan
9414,Iryanthera paradoxa (Schwacke) Warb.,Sangue-de-boi
9415,Iryanthera paradoxa (Schwacke) Warb.,Ucuúba
9417,Iryanthera paradoxa (Schwacke) Warb.,Ucuúba-punã
9418,Iryanthera paradoxa (Schwacke) Warb.,Ucuubarana
9419,Iryanthera paradoxa (Schwacke) Warb.,Ucuúba-vermelha
9420,Iryanthera paradoxa (Schwacke) Warb.,Uxi-vermelho
9422,Iryanthera paraensis Huber,Punã
9423,Iryanthera paraensis Huber,Punan
9424,Iryanthera sp,Ucuubarana
9425,Iryanthera paraensis Huber,Ucuúba
9426,Iryanthera paraensis Huber,Ucuúba-apunã
9428,Iryanthera paraensis Huber,Ucuúba-vermelha
9429,Iryanthera polyneura Ducke,Apunã
9430,Iryanthera polyneura Ducke,Apunan
9432,Iryanthera polyneura Ducke,Punã
9433,Iryanthera polyneura Ducke,Punan
9434,Iryanthera polyneura Ducke,Sangue-de-boi
9436,Iryanthera polyneura Ducke,Ucuúba-pequena
9437,Iryanthera polyneura Ducke,Ucuúba-punã
9438,Iryanthera polyneura Ducke,Ucuubarana
9440,Iryanthera polyneura Ducke,Uxi-vermelho
9441,Iryanthera sagotiana (Benth.) Warb.,Ucuubarana
9442,Iryanthera tessmannii Mgf.,Apunã
9443,Iryanthera tessmannii Mgf.,Apunan
9445,Iryanthera tessmannii Mgf.,Punã
9446,Iryanthera tessmannii Mgf.,Punan
9447,Iryanthera tessmannii Mgf.,Sangue-de-boi
9449,Iryanthera tessmannii Mgf.,Ucuúba-penã
9450,Iryanthera tessmannii Mgf.,Ucuúba-pequena
9451,Iryanthera tessmannii Mgf.,Ucuúba-punã
9453,Iryanthera tessmannii Mgf.,Ucuúba-vermelha
9454,Iryanthera tessmannii Mgf.,Uxi-vermelho
9455,Iryanthera tricornis Ducke,Punã
9457,Iryanthera tricornis Ducke,Ucuúba-apunã
9458,Iryanthera tricornis Ducke,Ucuúba-punã
9459,Iryanthera ulei Warb.,Ucuúba
9461,Isertia sp.,Banha-de-galinha
9462,Isertia sp.,Pirá
9463,Isertia sp.,Piracuí
9465,Ixora gardneriana Benth.,Ixora-arbórea
9466,Ixora warmingii Müll.Arg.,Araribe
9467,Ixora warmingii Müll.Arg.,Ixora-do-mato
9469,Jacaranda acutifolia Humb. & Bonpl.,Carobaguaçu
9470,Jacaranda acutifolia Humb. & Bonpl.,Jacarandá-caroba
9471,Jacaranda acutifolia Humb. & Bonpl.,Jacarandá-de-flores-roxas
12411,Ocotea bofo Kunth,Bofo
12412,Ocotea bofo Kunth,Canela-gosmenta
12414,Ocotea boissieriana (Meisn.) Mez,Canelinha
12415,Ocotea brachybotra (Meisn.) Mez,Canela-gosma
12416,Ocotea brachybotra (Meisn.) Mez,Canela-gosmenta
12418,Ocotea bracteosa (Meisn.) Mez,Louro
12419,Ocotea brasiliensis Coe-Teixeira,Canela-fogo
12420,Ocotea canaliculata (Rich.) Mez,Louro-branco
12421,Ocotea canaliculata (Rich.) Mez,Louro-pimenta
12423,Ocotea catharinensis Mez,Canela-amarela
12424,Ocotea catharinensis Mez,Canela-bicha
12426,Ocotea catharinensis Mez,Canela-brota
12427,Ocotea catharinensis Mez,Canela-broto
12428,Ocotea catharinensis Mez,Canela-coqueira
12429,Ocotea catharinensis Mez,Canela-coqueiro
12431,Ocotea catharinensis Mez,Canela-pimenta
12432,Ocotea catharinensis Mez,Canela-pinho
12433,Ocotea catharinensis Mez,Canela-preta
12435,Ocotea catharinensis Mez,Canela-toiça
12436,Ocotea caudata (Nees) Mez,
12437,Ocotea cernua (Nees) Mez,Canelinha
12439,Ocotea cernua (Nees) Mez,Louro-canelinha
12440,Ocotea cernua (Nees) Mez,Pau-cravo
12441,Ocotea cernua (Nees) Mez,Pau-rosa
12443,Ocotea complicata (Meisn.) Mez,Caneleira-da-praia
12444,Ocotea conferta Coe-Teixeira,Canela-prego
12445,Ocotea cordata (Meisn.) Mez,Canela
12446,Ocotea corymbosa (Meisn.) Mez,Canela
12448,Ocotea corymbosa (Meisn.) Mez,Canela-corvo
12449,Ocotea corymbosa (Meisn.) Mez,Canela-de-corvo
12450,Ocotea corymbosa (Meisn.) Mez,Canela-fedida
12452,Ocotea corymbosa (Meisn.) Mez,Canela-preta
12453,Ocotea corymbosa (Meisn.) Mez,Canela-puante
12454,Ocotea costulata (Nees) Mez,
12455,Ocotea cujumary Mart.,Cucheri
12457,Ocotea cujumary Mart.,Cucumari
12458,Ocotea cujumary Mart.,Cuiumari
11438,Miconia chamissois Naud.,(sem nome comum)
11440,Miconia cinerascens Miq. var. cinerascens,Pixirica
11441,Miconia cinerascens Miq. var. cinerascens,Pixiricão
11442,Miconia cinerascens var. robusta Wurdack,Pixirica
11444,Miconia cinnamomifolia (DC.) Naudin,
11445,Miconia conferta Cogn.,Jacatirão-da-serra
11446,Miconia cubatanensis Hoehne,(sem nome comum)
11447,Miconia cuspidata Naud.,(sem nome comum)
11448,Miconia dodecandra (Desv.) Cogn.,(sem nome comum)
11449,Miconia elegans Cogn.,(sem nome comum)
11450,Miconia ferruginata DC.,Miconia
11451,Miconia guianensis Cogn.,Canela-de-veado
11452,Miconia hirtella Cogn.,(sem nome comum)
11453,Miconia holosericea (L.) Triana,
11454,Miconia hyemalis A.St.-Hil. & Naud.,Jacatirão-de-inverno
11455,Miconia hyemalis A.St.-Hil. & Naud.,Pixirica
11456,Miconia lepidota DC.,Quaresma-da-estrada
11457,Miconia minutiflora DC.,Jacatirão
11458,Miconia minutiflora DC.,Lacre-branco
11459,Miconia minutiflora DC.,Pedra-uni
11460,Miconia mirabilis (Aubl.) L.O.Wns.,Quaresma-branca
11461,Miconia mucronata Naud.,Morel
11462,Miconia nervosa (Sm.) Triana,(sem nome comum)
11463,Miconia pepericarpa DC.,Carvãozinho-vermelho
11464,Miconia pepericarpa DC.,Guabiroba-de-folha-larga
11465,Miconia petropolitana Cogn.,Jacatirão-mirim
11466,Miconia petropolitana Cogn.,Pixirica
11467,Miconia prasina Triana,(sem nome comum)
11468,Miconia punctata D.Don,(sem nome comum)
11469,Miconia rimalis Naud.,Quina-quaresma
11470,Miconia sellowiana Naud.,Jacatirão
11471,Miconia sellowiana Naud.,Pixirica
11472,Miconia serialis DC.,Canela-de-velha
11473,Miconia sp.,Árvore-quadrada
11474,Miconia sp.,Gramundé
11475,Miconia sp.,Papaterra
11476,Miconia sp,Tinteiro
11477,Miconia surinamensis Gleason,Tinteiro
11478,Miconia surinamensis Gleason,Tinteiro-branco
11479,Miconia theaezans Cogn.,Jacatirão
11480,Miconia theaezans Cogn.,Pixirica
11481,Miconia trianaei Cogn.,Carvoeiro
11482,Miconia tristis Spring,Jacatirão
11483,Miconia tristis Spring,Jacatirão-pequeno
11484,Miconia tristis Spring,Pixirica
11485,Micrandra elata Müll.Arg.,Árvore-de-mamona
11486,Micrandra elata Müll.Arg.,Cauchorana
11487,Micrandra elata Müll.Arg.,Leiteiro-branco
11488,Micrandra minor Benth.,Cauchorana
11489,Micrandra rossiana R.E.Schult.,Seringarana
11490,Micrandra sp.,Louro-pitisco
11491,Micrandra sp.,Pé-de-boi
11492,Micrandropsis scleroxylon (W.A.Rodrigues) W.A.Rodrigues,Acapuri
11493,Micropholis aerana (Bachni) Pierre,Caiturá
11495,Micropholis cytobotrya (Mart. ex Miq.) Baill.,
11496,Micropholis gardneriana (A.DC.) Pierre,Bacomixá
11497,Micropholis gardneriana (A.DC.) Pierre,Bacomixava
11498,Micropholis gardneriana (A.DC.) Pierre,Bacumixá
11500,Micropholis gardneriana (A.DC.) Pierre,Cubixá
11501,Micropholis gardneriana (A.DC.) Pierre,Grubixá
11502,Micropholis gardneriana (A.DC.) Pierre,Grumixava
11503,Micropholis gardneriana (A.DC.) Pierre,Gumbijava
11505,Micropholis gardneriana (A.DC.) Pierre,Gumbixava-vermelha
11506,Micropholis gardneriana (A.DC.) Pierre,Prijuí
11507,Micropholis gardneriana (A.DC.) Pierre,Remeiro
11508,Micropholis gardneriana (A.DC.) Pierre,Salgueiro
11509,Micropholis guyanensis (A.DC.) Pierre,Abiurana-mangabarana
11511,Micropholis guyanensis (A.DC.) Pierre subsp. guyanensis,Abiurana-balatarana
11512,Micropholis guyanensis (A.DC.) Pierre subsp. guyanensis,Abiurana-branca
11513,Micropholis guyanensis (A.DC.) Pierre subsp. guyanensis,Abiurana-rosada
11514,Micropholis guyanensis (A.DC.) Pierre subsp. guyanensis,Balata-brava
11516,Micropholis guyanensis (A.DC.) Pierre subsp. guyanensis,Balata-rosadinha
11517,Micropholis guyanensis (A.DC.) Pierre subsp. guyanensis,Pau-doce
14651,Protium brasiliense (Spreng.) Engl.,Icicariba
14653,Protium crassifolium Engl.,Breu-branco
14654,Protium decandrum (Aubl.) March.,Aruru
14655,Protium decandrum (Aubl.) March.,Árvore-da-chipa
14657,Protium divaricatum Engl.,Acajari
14658,Protium divaricatum Engl.,Breu-branco
14659,Protium divaricatum Engl.,Breu-cicantá
14660,Protium divaricatum Engl.,Cicantá
14662,Protium divaricatum Engl.,Pau-de-breu
14663,Protium duckei Huber,Breu-branco
14664,Protium elegans Engl.,Almécega
14666,Protium guianense March.,Pau-de-incenso
14667,Protium heptaphyllum (Aubl.) March.,Almécega
14668,Protium heptaphyllum (Aubl.) March.,Almécega-brava
14669,Protium heptaphyllum (Aubl.) March.,Almécega-cheirosa
14671,Protium heptaphyllum (Aubl.) March.,Almecegueira-cheirosa
14672,Protium heptaphyllum (Aubl.) March.,Almecegueira-de-cheiro
14673,Protium heptaphyllum (Aubl.) March.,Almecegueira-vermelha
14674,Protium heptaphyllum (Aubl.) March.,Almecegueiro-bravo
14676,Protium heptaphyllum (Aubl.) March.,Almescla
14677,Protium heptaphyllum (Aubl.) March.,Almíscar
14678,Protium heptaphyllum (Aubl.) March.,Amescla
